Index,Field,Value
1.1.11.2,organic_rating,4.4 out of 5 stars
1.1.11.3,organic_rating_count,644
1.1.11.4,organic_title,adidas Women's Racer TR21 Running Shoe  
1.1.12.1,organic_price,n/a
1.1.12.2,organic_rating,4.7 out of 5 stars
1.1.12.3,organic_rating_count,"2,799"
1.1.12.4,organic_title,Under Armour Unisex Child Grade School Assert 9 Running Shoe  
1.1.13.1,organic_price,$82.01
1.1.13.2,organic_rating,4.5 out of 5 stars
1.1.13.3,organic_rating_count,73
1.1.13.4,organic_title,Columbia Men's Bonehead PFG Boat Shoes  
1.1.14.1,organic_price,$70.25
1.1.14.2,organic_rating,4.5 out of 5 stars
1.1.14.3,organic_rating_count,"25,430"
1.1.14.4,organic_title,Nike Men's Air Monarch IV Cross Trainer  
1.1.15.1,organic_price,n/a
1.1.15.2,organic_rating,4.5 out of 5 stars
1.1.15.3,organic_rating_count,447
1.1.15.4,organic_title,Columbia Men's Flow Centre Sneaker  
1.1.16.1,organic_price,n/a
1.1.16.2,organic_rating,4.5 out of 5 stars
1.1.16.3,organic_rating_count,"1,620"
1.1.16.4,organic_title,adidas Men's Lite Racer BYD 2.0 Running Shoe  
1.1.17.1,organic_price,n/a
1.1.17.2,organic_rating,4.6 out of 5 stars
1.1.17.3,organic_rating_count,"5,610"
1.1.17.4,organic_title,Under Armour Women's Charged Assert 9 Running Shoe  
1.1.18.1,organic_price,n/a
1.1.18.2,organic_rating,4.5 out of 5 stars
1.1.18.3,organic_rating_count,251
1.1.18.4,organic_title,adidas Women's Puremotion Running Shoe  
1.1.19.1,organic_price,$74.99
1.1.19.2,organic_rating,4.5 out of 5 stars
1.1.19.3,organic_rating_count,"2,852"
1.1.19.4,organic_title,PUMA Unisex-Adult Axelion Cross-Trainer  
1.1.20.1,organic_price,n/a
1.1.20.2,organic_rating,3.9 out of 5 stars
1.1.20.3,organic_rating_count,21
1.1.20.4,organic_title,Under Armour Women's HOVR Omnia Sneaker  
1.1.21.1,organic_price,$60.37
1.1.21.2,organic_rating,4.4 out of 5 stars
1.1.21.3,organic_rating_count,"2,964"
1.1.21.4,organic_title,Clarks Men's Cotrell Walk Oxford  
1.1.22.1,organic_price,n/a
1.1.22.2,organic_rating,5.0 out of 5 stars
1.1.22.3,organic_rating_count,3
1.1.22.4,organic_title,"Under Armour Men's Charged Commit Tr 3, Mod Gray (105)/Black, 15 Medium US  "
1.1.23.1,organic_price,n/a
1.1.23.2,organic_rating,4.7 out of 5 stars
1.1.23.3,organic_rating_count,555
1.1.23.4,organic_title,Under Armour Unisex-Child Grade School Pursuit Bp Running Shoe  
1.1.24.1,organic_price,n/a
1.1.24.2,organic_rating,4.7 out of 5 stars
1.1.24.3,organic_rating_count,"3,003"
1.1.24.4,organic_title,Under Armour Grade School Charged Pursuit 2 Running Shoe  
1.1.25.1,organic_price,n/a
1.1.25.2,organic_rating,4.6 out of 5 stars
1.1.25.3,organic_rating_count,"4,750"
1.1.25.4,organic_title,Brooks Women's Glycerin 19 Neutral Running Shoe  
1.1.26.1,organic_price,n/a
1.1.26.2,organic_rating,4.3 out of 5 stars
1.1.26.3,organic_rating_count,728
1.1.26.4,organic_title,Easy Spirit Women's Cindie Pump  
1.1.27.1,organic_price,n/a
1.1.27.2,organic_rating,4.7 out of 5 stars
1.1.27.3,organic_rating_count,"8,411"
1.1.27.4,organic_title,adidas Men's Daily 3.0 Skate Shoe  
1.1.28.1,organic_price,n/a
1.1.28.2,organic_rating,4.6 out of 5 stars
1.1.28.3,organic_rating_count,252
1.1.28.4,organic_title,Converse Women's Chuck Taylor All Star Lift Sneakers  
1.1.29.1,organic_price,n/a
1.1.29.2,organic_rating,4.7 out of 5 stars
1.1.29.3,organic_rating_count,35
1.1.29.4,organic_title,Nike Men's Free Run 2 Running Shoes Sneaker 537732 004  
1.1.30.1,organic_price,n/a
1.1.30.2,organic_rating,4.6 out of 5 stars
1.1.30.3,organic_rating_count,"4,190"
1.1.30.4,organic_title,Nike Men's Air Force 1 '07 An20 Basketball Shoe  
1.1.31.1,organic_price,n/a
1.1.31.2,organic_rating,4.7 out of 5 stars
1.1.31.3,organic_rating_count,"18,997"
1.1.31.4,organic_title,adidas Unisex-Child Grand Court Tennis Shoe  
1.1.32.1,organic_price,n/a
1.1.32.2,organic_rating,4.7 out of 5 stars
1.1.32.3,organic_rating_count,"2,416"
1.1.32.4,organic_title,Under Armour Unisex-Child Pre School Assert 9 Alternate Closure Running Shoe  
1.1.33.1,organic_price,n/a
1.1.33.2,organic_rating,4.6 out of 5 stars
1.1.33.3,organic_rating_count,534
1.1.33.4,organic_title,TOMS Women's Alpargata Recycled Cotton Canvas Loafer Flat  
1.1.34.1,organic_price,$71.25
1.1.34.2,organic_rating,4.6 out of 5 stars
1.1.34.3,organic_rating_count,"1,082"
1.1.34.4,organic_title,Merrell Men's Alpine Sneaker Cross  
1.1.35.1,organic_price,$49.99
1.1.35.2,organic_rating,4.5 out of 5 stars
1.1.35.3,organic_rating_count,"9,971"
1.1.35.4,organic_title,Fila Men's Transition Athletic Sandal  
1.1.36.1,organic_price,n/a
1.1.36.2,organic_rating,4.6 out of 5 stars
1.1.36.3,organic_rating_count,"9,575"
1.1.36.4,organic_title,Clarks Men's Tilden Cap Oxford Shoe  
1.1.37.1,organic_price,$69.95
1.1.37.2,organic_rating,4.5 out of 5 stars
1.1.37.3,organic_rating_count,"6,169"
1.1.37.4,organic_title,New Balance Men's Fresh Foam Arishi V3 Running Shoe  
1.1.38.1,organic_price,n/a
1.1.38.2,organic_rating,4.7 out of 5 stars
1.1.38.3,organic_rating_count,"6,643"
1.1.38.4,organic_title,Vans Unisex Slip-on(tm) Core Classics Low-Top Trainers  
1.1.39.1,organic_price,n/a
1.1.39.2,organic_rating,4.5 out of 5 stars
1.1.39.3,organic_rating_count,"11,856"
1.1.39.4,organic_title,adidas Women's Puremotion Adapt Running Shoe  
1.1.40.1,organic_price,n/a
1.1.40.2,organic_rating,4.6 out of 5 stars
1.1.40.3,organic_rating_count,"1,191"
1.1.40.4,organic_title,Under Armour Men's Charged Assert 9 Marble Running Shoe  
1.1.41.1,organic_price,$70.40
1.1.41.2,organic_rating,4.4 out of 5 stars
1.1.41.3,organic_rating_count,"2,755"
1.1.41.4,organic_title,Rockport Men's Rock Cove Walking Sneaker  
1.1.42.1,organic_price,n/a
1.1.42.2,organic_rating,4.1 out of 5 stars
1.1.42.3,organic_rating_count,"1,848"
1.1.42.4,organic_title,Nunn Bush Men's Sherman Slip-Resistant Work Shoe Oxford Sneaker  
1.1.43.1,organic_price,n/a
1.1.43.2,organic_rating,4.5 out of 5 stars
1.1.43.3,organic_rating_count,57
1.1.43.4,organic_title,TOMS Men's Trvl Lite 2.0 Low Sneaker  
1.1.44.1,organic_price,n/a
1.1.44.2,organic_rating,4.5 out of 5 stars
1.1.44.3,organic_rating_count,"6,196"
1.1.44.4,organic_title,adidas Women's Puremotion Running Shoe  
1.1.45.1,organic_price,n/a
1.1.45.2,organic_rating,4.7 out of 5 stars
1.1.45.3,organic_rating_count,"2,943"
1.1.45.4,organic_title,Cole Haan Men's 2.Zerogrand Laser Wing Oxford  
1.1.46.1,organic_price,$79.95
1.1.46.2,organic_rating,4.5 out of 5 stars
1.1.46.3,organic_rating_count,"1,828"
1.1.46.4,organic_title,Propét Men's Cush N Foot Slipper  
1.1.47.1,organic_price,n/a
1.1.47.2,organic_rating,4.5 out of 5 stars
1.1.47.3,organic_rating_count,"4,794"
1.1.47.4,organic_title,adidas Unisex-Child Racer Tr 2.0 Running Shoe  
1.1.48.1,organic_price,n/a
1.1.48.2,organic_rating,4.5 out of 5 stars
1.1.48.3,organic_rating_count,181
1.1.48.4,organic_title,Under Armour Women's Shadow Running Shoe  
1.2.1.1,popular_price,n/a
1.2.1.2,popular_rating,4.6 out of 5 stars
1.2.1.3,popular_rating_count,"17,519"
1.2.1.4,popular_title,n/a
1.2.2.1,popular_price,n/a
1.2.2.2,popular_rating,4.6 out of 5 stars
1.2.2.3,popular_rating_count,"2,061"
1.2.2.4,popular_title,n/a
1.2.3.1,popular_price,n/a
1.2.3.2,popular_rating,4.6 out of 5 stars
1.2.3.3,popular_rating_count,837
1.2.3.4,popular_title,n/a
1.2.4.1,popular_price,n/a
1.2.4.2,popular_rating,4.3 out of 5 stars
1.2.4.3,popular_rating_count,"4,724"
1.2.4.4,popular_title,n/a
1.2.5.1,popular_price,n/a
1.2.5.2,popular_rating,4.4 out of 5 stars
1.2.5.3,popular_rating_count,"5,634"
1.2.5.4,popular_title,n/a
1.2.6.1,popular_price,n/a
1.2.6.2,popular_rating,4.6 out of 5 stars
1.2.6.3,popular_rating_count,"2,567"
1.2.6.4,popular_title,n/a
1.2.7.1,popular_price,$108.75
1.2.7.2,popular_rating,4.6 out of 5 stars
1.2.7.3,popular_rating_count,"5,390"
1.2.7.4,popular_title,n/a
1.2.8.1,popular_price,n/a
1.2.8.2,popular_rating,4.6 out of 5 stars
1.2.8.3,popular_rating_count,841
1.2.8.4,popular_title,n/a
1.2.9.1,popular_price,n/a
1.2.9.2,popular_rating,4.6 out of 5 stars
1.2.9.3,popular_rating_count,"4,817"
1.2.9.4,popular_title,n/a
1.2.10.1,popular_price,n/a
1.2.10.2,popular_rating,4.3 out of 5 stars
1.2.10.3,popular_rating_count,215
1.2.10.4,popular_title,n/a
1.2.11.1,popular_price,n/a
1.2.11.2,popular_rating,4.4 out of 5 stars
1.2.11.3,popular_rating_count,644
1.2.11.4,popular_title,n/a
1.2.12.1,popular_price,n/a
1.2.12.2,popular_rating,4.7 out of 5 stars
1.2.12.3,popular_rating_count,"2,799"
1.2.12.4,popular_title,n/a
1.2.13.1,popular_price,$82.01
1.2.13.2,popular_rating,4.5 out of 5 stars
1.2.13.3,popular_rating_count,73
1.2.13.4,popular_title,n/a
1.2.14.1,popular_price,$70.25
1.2.14.2,popular_rating,4.5 out of 5 stars
1.2.14.3,popular_rating_count,"25,430"
1.2.14.4,popular_title,n/a
1.2.15.1,popular_price,n/a
1.2.15.2,popular_rating,4.5 out of 5 stars
1.2.15.3,popular_rating_count,447
1.2.15.4,popular_title,n/a
1.2.16.1,popular_price,n/a
1.2.16.2,popular_rating,4.5 out of 5 stars
1.2.16.3,popular_rating_count,"1,620"
1.2.16.4,popular_title,n/a
1.2.17.1,popular_price,n/a
1.2.17.2,popular_rating,4.6 out of 5 stars
1.2.17.3,popular_rating_count,"5,610"
1.2.17.4,popular_title,n/a
1.2.18.1,popular_price,n/a
1.2.18.2,popular_rating,4.5 out of 5 stars
1.2.18.3,popular_rating_count,251
1.2.18.4,popular_title,n/a
1.2.19.1,popular_price,$74.99
1.2.19.2,popular_rating,4.5 out of 5 stars
1.2.19.3,popular_rating_count,"2,852"
1.2.19.4,popular_title,n/a
1.2.20.1,popular_price,n/a
1.2.20.2,popular_rating,3.9 out of 5 stars
1.2.20.3,popular_rating_count,21
1.2.20.4,popular_title,n/a
1.2.21.1,popular_price,$60.37
1.2.21.2,popular_rating,4.4 out of 5 stars
1.2.21.3,popular_rating_count,"2,964"
1.2.21.4,popular_title,n/a
1.2.22.1,popular_price,n/a
1.2.22.2,popular_rating,5.0 out of 5 stars
1.2.22.3,popular_rating_count,3
1.2.22.4,popular_title,n/a
1.2.23.1,popular_price,n/a
1.2.23.2,popular_rating,4.7 out of 5 stars
1.2.23.3,popular_rating_count,555
1.2.23.4,popular_title,n/a
1.2.24.1,popular_price,n/a
1.2.24.2,popular_rating,4.7 out of 5 stars
1.2.24.3,popular_rating_count,"3,003"
1.2.24.4,popular_title,n/a
1.2.25.1,popular_price,n/a
1.2.25.2,popular_rating,4.6 out of 5 stars
1.2.25.3,popular_rating_count,"4,750"
1.2.25.4,popular_title,n/a
1.2.26.1,popular_price,n/a
1.2.26.2,popular_rating,4.3 out of 5 stars
1.2.26.3,popular_rating_count,728
1.2.26.4,popular_title,n/a
1.2.27.1,popular_price,n/a
1.2.27.2,popular_rating,4.7 out of 5 stars
1.2.27.3,popular_rating_count,"8,411"
1.2.27.4,popular_title,n/a
1.2.28.1,popular_price,n/a
1.2.28.2,popular_rating,4.6 out of 5 stars
1.2.28.3,popular_rating_count,252
1.2.28.4,popular_title,n/a
1.2.29.1,popular_price,n/a
1.2.29.2,popular_rating,4.7 out of 5 stars
1.2.29.3,popular_rating_count,35
1.2.29.4,popular_title,n/a
1.2.30.1,popular_price,n/a
1.2.30.2,popular_rating,4.6 out of 5 stars
1.2.30.3,popular_rating_count,"4,190"
1.2.30.4,popular_title,n/a
1.2.31.1,popular_price,n/a
1.2.31.2,popular_rating,4.7 out of 5 stars
1.2.31.3,popular_rating_count,"18,997"
1.2.31.4,popular_title,n/a
1.2.32.1,popular_price,n/a
1.2.32.2,popular_rating,4.7 out of 5 stars
1.2.32.3,popular_rating_count,"2,416"
1.2.32.4,popular_title,n/a
1.2.33.1,popular_price,n/a
1.2.33.2,popular_rating,4.6 out of 5 stars
1.2.33.3,popular_rating_count,534
1.2.33.4,popular_title,n/a
1.2.34.1,popular_price,$71.25
1.2.34.2,popular_rating,4.6 out of 5 stars
1.2.34.3,popular_rating_count,"1,082"
1.2.34.4,popular_title,n/a
1.2.35.1,popular_price,$49.99
1.2.35.2,popular_rating,4.5 out of 5 stars
1.2.35.3,popular_rating_count,"9,971"
1.2.35.4,popular_title,n/a
1.2.36.1,popular_price,n/a
1.2.36.2,popular_rating,4.6 out of 5 stars
1.2.36.3,popular_rating_count,"9,575"
1.2.36.4,popular_title,n/a
1.2.37.1,popular_price,$69.95
1.2.37.2,popular_rating,4.5 out of 5 stars
1.2.37.3,popular_rating_count,"6,169"
1.2.37.4,popular_title,n/a
1.2.38.1,popular_price,n/a
1.2.38.2,popular_rating,4.7 out of 5 stars
1.2.38.3,popular_rating_count,"6,643"
1.2.38.4,popular_title,n/a
1.2.39.1,popular_price,n/a
1.2.39.2,popular_rating,4.5 out of 5 stars
1.2.39.3,popular_rating_count,"11,856"
1.2.39.4,popular_title,n/a
1.2.40.1,popular_price,n/a
1.2.40.2,popular_rating,4.6 out of 5 stars
1.2.40.3,popular_rating_count,"1,191"
1.2.40.4,popular_title,n/a
1.2.41.1,popular_price,$70.40
1.2.41.2,popular_rating,4.4 out of 5 stars
1.2.41.3,popular_rating_count,"2,755"
1.2.41.4,popular_title,n/a
1.2.42.1,popular_price,n/a
1.2.42.2,popular_rating,4.1 out of 5 stars
1.2.42.3,popular_rating_count,"1,848"
1.2.42.4,popular_title,n/a
1.2.43.1,popular_price,n/a
1.2.43.2,popular_rating,4.5 out of 5 stars
1.2.43.3,popular_rating_count,57
1.2.43.4,popular_title,n/a
1.2.44.1,popular_price,n/a
1.2.44.2,popular_rating,4.5 out of 5 stars
1.2.44.3,popular_rating_count,"6,196"
1.2.44.4,popular_title,n/a
1.2.45.1,popular_price,n/a
1.2.45.2,popular_rating,4.7 out of 5 stars
1.2.45.3,popular_rating_count,"2,943"
1.2.45.4,popular_title,n/a
1.2.46.1,popular_price,$79.95
1.2.46.2,popular_rating,4.5 out of 5 stars
1.2.46.3,popular_rating_count,"1,828"
1.2.46.4,popular_title,n/a
1.2.47.1,popular_price,n/a
1.2.47.2,popular_rating,4.5 out of 5 stars
1.2.47.3,popular_rating_count,"4,794"
1.2.47.4,popular_title,n/a
1.2.48.1,popular_price,n/a
1.2.48.2,popular_rating,4.5 out of 5 stars
1.2.48.3,popular_rating_count,181
1.2.48.4,popular_title,n/a
2.1.1.1,organic_price,n/a
2.1.1.2,organic_rating,4.5 out of 5 stars
2.1.1.3,organic_rating_count,"17,582"
2.1.1.4,organic_title,Dockers Men's Classic Fit Easy Khaki Pants (Regular and Big & Tall)  
2.1.2.1,organic_price,n/a
2.1.2.2,organic_rating,4.4 out of 5 stars
2.1.2.3,organic_rating_count,"48,413"
2.1.2.4,organic_title,"Champion Men's Everyday Fitted Ankle Cotton Pants, 31.5"" Inseam, Cotton Knit Pants Left Hip ""C"" Logo, Cotton Warm-Up Pants  "
2.1.3.1,organic_price,n/a
2.1.3.2,organic_rating,4.4 out of 5 stars
2.1.3.3,organic_rating_count,Amazon's Choicefor pant
2.1.3.4,organic_title,Champion Men's Everyday Cotton Jogger  
2.1.4.1,organic_price,$45.99
2.1.4.2,organic_rating,4.5 out of 5 stars
2.1.4.3,organic_rating_count,"15,140"
2.1.4.4,organic_title,Lee Men's Performance Series Extreme Comfort Straight Fit Pant  
2.1.5.1,organic_price,n/a
2.1.5.2,organic_rating,4.3 out of 5 stars
2.1.5.3,organic_rating_count,"34,345"
2.1.5.4,organic_title,Amazon Essentials Men's Classic-Fit Wrinkle-Resistant Flat-Front Chino Pant  
2.1.6.1,organic_price,n/a
2.1.6.2,organic_rating,4.6 out of 5 stars
2.1.6.3,organic_rating_count,"2,189"
2.1.6.4,organic_title,Kenneth Cole REACTION Men's Shadow Check Stretch Slim Fit Dress Pant  
2.1.7.1,organic_price,n/a
2.1.7.2,organic_rating,4.7 out of 5 stars
2.1.7.3,organic_rating_count,"9,350"
2.1.7.4,organic_title,adidas Men's Tiro 21 Track Pants  
2.1.8.1,organic_price,$32.99
2.1.8.2,organic_rating,4.2 out of 5 stars
2.1.8.3,organic_rating_count,"24,755"
2.1.8.4,organic_title,Lee Women's Relaxed Fit All Day Straight Leg Pant  
2.1.9.1,organic_price,$39.50
2.1.9.2,organic_rating,3.9 out of 5 stars
2.1.9.3,organic_rating_count,"7,600"
2.1.9.4,organic_title,Roxy Women's Oceanside Pant  
2.1.10.1,organic_price,n/a
2.1.10.2,organic_rating,4.3 out of 5 stars
2.1.10.3,organic_rating_count,"26,737"
2.1.10.4,organic_title,Amazon Essentials Men's Slim-Fit Wrinkle-Resistant Flat-Front Chino Pant  
2.1.11.1,organic_price,n/a
2.1.11.2,organic_rating,4.3 out of 5 stars
2.1.11.3,organic_rating_count,"7,613"
2.1.11.4,organic_title,Under Armour Men's Woven Vital Workout Pants  
2.1.12.1,organic_price,n/a
2.1.12.2,organic_rating,4.3 out of 5 stars
2.1.12.3,organic_rating_count,681
2.1.12.4,organic_title,Rawlings Boys' Game/Practice  
2.1.13.1,organic_price,n/a
2.1.13.2,organic_rating,3.8 out of 5 stars
2.1.13.3,organic_rating_count,"8,454"
2.1.13.4,organic_title,Dickies Women's Relaxed Straight Stretch Twill Pant  
2.1.14.1,organic_price,n/a
2.1.14.2,organic_rating,4.8 out of 5 stars
2.1.14.3,organic_rating_count,"44,747"
2.1.14.4,organic_title,"Simple Joys by Carter's Baby Boys' Pant, Pack of 4  "
2.1.15.1,organic_price,n/a
2.1.15.2,organic_rating,4.7 out of 5 stars
2.1.15.3,organic_rating_count,"7,190"
2.1.15.4,organic_title,Under Armour Boys' Brawler 2.0 Training Pants  
2.1.16.1,organic_price,n/a
2.1.16.2,organic_rating,4.7 out of 5 stars
2.1.16.3,organic_rating_count,"4,953"
2.1.16.4,organic_title,"Simple Joys by Carter's Toddler Boys' Pull-On Denim Pant, Pack of 2  "
2.1.17.1,organic_price,n/a
2.1.17.2,organic_rating,4.6 out of 5 stars
2.1.17.3,organic_rating_count,401
2.1.17.4,organic_title,Columbia Men's Rebel Roamer Pant  
2.1.18.1,organic_price,n/a
2.1.18.2,organic_rating,4.5 out of 5 stars
2.1.18.3,organic_rating_count,"3,072"
2.1.18.4,organic_title,Calvin Klein Men's Modern Fit Dress Pant  
2.1.19.1,organic_price,$35.96
2.1.19.2,organic_rating,4.7 out of 5 stars
2.1.19.3,organic_rating_count,"1,903"
2.1.19.4,organic_title,adidas Women's Tiro 21 Track Pants  
2.1.20.1,organic_price,n/a
2.1.20.2,organic_rating,4.7 out of 5 stars
2.1.20.3,organic_rating_count,"3,055"
2.1.20.4,organic_title,Under Armour Men's Utility Relaxed Baseball Pants  
2.1.21.1,organic_price,n/a
2.1.21.2,organic_rating,4.5 out of 5 stars
2.1.21.3,organic_rating_count,"14,559"
2.1.21.4,organic_title,Wrangler Authentics Men's Premium Relaxed Fit Straight Leg Cargo Pant  
2.1.22.1,organic_price,$36.00
2.1.22.2,organic_rating,4.4 out of 5 stars
2.1.22.3,organic_rating_count,"3,078"
2.1.22.4,organic_title,Jockey Women's Activewear Cotton Stretch Bootleg Pant  
2.1.23.1,organic_price,n/a
2.1.23.2,organic_rating,4.7 out of 5 stars
2.1.23.3,organic_rating_count,"8,149"
2.1.23.4,organic_title,Under Armour Boys' Utility Relaxed Baseball Pants  
2.1.24.1,organic_price,n/a
2.1.24.2,organic_rating,4.3 out of 5 stars
2.1.24.3,organic_rating_count,"3,436"
2.1.24.4,organic_title,Rafaella Women's Curvy Fit Gabardine Bootcut Dress Pants (Size 4-16)  
2.1.25.1,organic_price,n/a
2.1.25.2,organic_rating,4.8 out of 5 stars
2.1.25.3,organic_rating_count,"8,618"
2.1.25.4,organic_title,"Simple Joys by Carter's Unisex Babies' Pant, Pack of 4  "
2.1.26.1,organic_price,n/a
2.1.26.2,organic_rating,4.2 out of 5 stars
2.1.26.3,organic_rating_count,299
2.1.26.4,organic_title,"Lee Women's Wrinkle Free Relaxed Fit Straight Leg Pant, Black, 12 Long  "
2.1.27.1,organic_price,n/a
2.1.27.2,organic_rating,4.3 out of 5 stars
2.1.27.3,organic_rating_count,"13,015"
2.1.27.4,organic_title,Dickies Men's 874 Flex Work Pant  
2.1.28.1,organic_price,n/a
2.1.28.2,organic_rating,4.4 out of 5 stars
2.1.28.3,organic_rating_count,"2,660"
2.1.28.4,organic_title,C9 Champion Women's High Waist Capri Legging  
2.1.29.1,organic_price,n/a
2.1.29.2,organic_rating,4.4 out of 5 stars
2.1.29.3,organic_rating_count,"3,959"
2.1.29.4,organic_title,Columbia Women's Storm Surge Waterproof Rain Pant  
2.1.30.1,organic_price,n/a
2.1.30.2,organic_rating,4.5 out of 5 stars
2.1.30.3,organic_rating_count,"11,756"
2.1.30.4,organic_title,Dockers Men's Classic Fit Easy Khaki Pants - Pleated (Standard and Big & Tall)  
2.1.31.1,organic_price,$39.95
2.1.31.2,organic_rating,4.7 out of 5 stars
2.1.31.3,organic_rating_count,"3,354"
2.1.31.4,organic_title,adidas Men's Tiro Track Pants  
2.1.32.1,organic_price,n/a
2.1.32.2,organic_rating,4.4 out of 5 stars
2.1.32.3,organic_rating_count,"3,662"
2.1.32.4,organic_title,Columbia Men's Rapid Rivers Pant  
2.1.33.1,organic_price,n/a
2.1.33.2,organic_rating,4.3 out of 5 stars
2.1.33.3,organic_rating_count,"2,604"
2.1.33.4,organic_title,Lee Women's Plus Size Flex Motion Regular Fit Trouser Pant  
2.1.34.1,organic_price,n/a
2.1.34.2,organic_rating,4.5 out of 5 stars
2.1.34.3,organic_rating_count,53
2.1.34.4,organic_title,adidas Men's Entrada 22 Training Pants  
2.1.35.1,organic_price,n/a
2.1.35.2,organic_rating,4.4 out of 5 stars
2.1.35.3,organic_rating_count,"5,866"
2.1.35.4,organic_title,Amazon Essentials Men's Slim-Fit Stretch Cargo Pant  
2.1.36.1,organic_price,n/a
2.1.36.2,organic_rating,4.8 out of 5 stars
2.1.36.3,organic_rating_count,"6,881"
2.1.36.4,organic_title,"Simple Joys by Carter's Toddler Boys' Pull-On Pant, Pack of 2  "
2.1.37.1,organic_price,$25.98
2.1.37.2,organic_rating,4.4 out of 5 stars
2.1.37.3,organic_rating_count,"43,297"
2.1.37.4,organic_title,Workwear Revolution Women Scrubs Pant Mid Rise Moderate Flare Drawstring WW120  
2.1.38.1,organic_price,n/a
2.1.38.2,organic_rating,4.4 out of 5 stars
2.1.38.3,organic_rating_count,"9,954"
2.1.38.4,organic_title,Amazon Essentials Men's Slim-Fit Stretch Golf Pant  
2.1.39.1,organic_price,n/a
2.1.39.2,organic_rating,4.5 out of 5 stars
2.1.39.3,organic_rating_count,"2,221"
2.1.39.4,organic_title,Rawlings Semi-Relaxed Full Length Baseball Pant | Solid & Piped Options | Adult Sizes | Multiple Colors  
2.1.40.1,organic_price,n/a
2.1.40.2,organic_rating,4.2 out of 5 stars
2.1.40.3,organic_rating_count,"10,347"
2.1.40.4,organic_title,Lee Women's Wrinkle Free Relaxed Fit Straight Leg Pant  
2.1.41.1,organic_price,n/a
2.1.41.2,organic_rating,4.5 out of 5 stars
2.1.41.3,organic_rating_count,"11,834"
2.1.41.4,organic_title,Van Heusen Men's Flex Flat Front Straight Fit Pant  
2.1.42.1,organic_price,n/a
2.1.42.2,organic_rating,4.4 out of 5 stars
2.1.42.3,organic_rating_count,8
2.1.42.4,organic_title,The North Face Women's Apex STH Snow Pant  
2.1.43.1,organic_price,$42.99
2.1.43.2,organic_rating,4.2 out of 5 stars
2.1.43.3,organic_rating_count,"3,515"
2.1.43.4,organic_title,Lee Women's Plus-Size Relaxed Fit All Day Pant  
2.1.44.1,organic_price,n/a
2.1.44.2,organic_rating,4.4 out of 5 stars
2.1.44.3,organic_rating_count,"19,583"
2.1.44.4,organic_title,Just My Size Women's Plus-SizeStretch Jersey Capri Length Leggings  
2.1.45.1,organic_price,n/a
2.1.45.2,organic_rating,4.6 out of 5 stars
2.1.45.3,organic_rating_count,"2,731"
2.1.45.4,organic_title,Van Heusen Men's Big and Tall Stretch Traveler Cuffed Crosshatch Pleated Pant  
2.1.46.1,organic_price,n/a
2.1.46.2,organic_rating,4.8 out of 5 stars
2.1.46.3,organic_rating_count,963
2.1.46.4,organic_title,Carter's Baby Boys' 3-Pack Pants  
2.1.47.1,organic_price,n/a
2.1.47.2,organic_rating,4.6 out of 5 stars
2.1.47.3,organic_rating_count,"3,531"
2.1.47.4,organic_title,"Amazon Essentials Boys and Toddlers' Uniform Straight-Fit Flat-Front Chino Khaki Pants, Multipacks  "
