Index,Field,Value
1.1.18.4,organic_title,adidas Men's Lite Racer Adapt 3.0 Running Shoe
1.1.19.1,organic_price,
1.1.19.2,organic_rating,
1.1.19.3,organic_rating_count,"5,390"
1.1.19.4,organic_title,adidas Men's Ultraboost 21 Running Shoe
1.1.20.1,organic_price,n/a
1.1.20.2,organic_rating,
1.1.20.3,organic_rating_count,841
1.1.20.4,organic_title,adidas Men's Lite Racer Adapt 4.0 Trail Running Shoe
1.1.21.1,organic_price,n/a
1.1.21.2,organic_rating,
1.1.21.3,organic_rating_count,"18,962"
1.1.21.4,organic_title,Rockport Men's Eureka Walking Shoe
1.1.22.1,organic_price,n/a
1.1.22.2,organic_rating,
1.1.22.3,organic_rating_count,"32,514"
1.1.22.4,organic_title,Merrell Men's Jungle Moc Slip-On Shoe
1.1.23.1,organic_price,n/a
1.1.23.2,organic_rating,
1.1.23.3,organic_rating_count,449
1.1.23.4,organic_title,Under Armour Men's Charged Pursuit 3 --Running Shoe
1.1.24.1,organic_price,n/a
1.1.24.2,organic_rating,
1.1.24.3,organic_rating_count,"7,923"
1.1.24.4,organic_title,Reebok Men's Club MEMT Casual Sneakers
1.1.25.1,organic_price,
1.1.25.2,organic_rating,
1.1.25.3,organic_rating_count,"1,208"
1.1.25.4,organic_title,New Balance Men's Fresh Foam Beacon V3 Running Shoe
1.1.26.1,organic_price,
1.1.26.2,organic_rating,
1.1.26.3,organic_rating_count,"52,148"
1.1.26.4,organic_title,New Balance Men's 608 V5 Casual Comfort Cross Trainer
1.1.27.1,organic_price,n/a
1.1.27.2,organic_rating,
1.1.27.3,organic_rating_count,252
1.1.27.4,organic_title,Converse Women's Chuck Taylor All Star Lift Sneakers
1.1.28.1,organic_price,n/a
1.1.28.2,organic_rating,
1.1.28.3,organic_rating_count,"6,643"
1.1.28.4,organic_title,Vans Unisex Slip-on(tm) Core Classics Low-Top Trainers
1.1.29.1,organic_price,n/a
1.1.29.2,organic_rating,
1.1.29.3,organic_rating_count,"2,625"
1.1.29.4,organic_title,Chaco Women's Core Chillos Slide Sandal
1.1.30.1,organic_price,n/a
1.1.30.2,organic_rating,
1.1.30.3,organic_rating_count,"9,575"
1.1.30.4,organic_title,Clarks Men's Tilden Cap Oxford Shoe
1.1.31.1,organic_price,n/a
1.1.31.2,organic_rating,
1.1.31.3,organic_rating_count,"18,786"
1.1.31.4,organic_title,Sperry Men's Authentic Original 2-Eye Boat Shoe
1.1.32.1,organic_price,n/a
1.1.32.2,organic_rating,
1.1.32.3,organic_rating_count,"27,226"
1.1.32.4,organic_title,Fila Men's Memory Workshift-m Shoes
1.1.33.1,organic_price,
1.1.33.2,organic_rating,
1.1.33.3,organic_rating_count,"7,560"
1.1.33.4,organic_title,Sperry Men's Billfish 3-Eye Boat Shoe
1.1.34.1,organic_price,n/a
1.1.34.2,organic_rating,
1.1.34.3,organic_rating_count,251
1.1.34.4,organic_title,adidas Women's Puremotion Running Shoe
1.1.35.1,organic_price,n/a
1.1.35.2,organic_rating,
1.1.35.3,organic_rating_count,"4,188"
1.1.35.4,organic_title,Nike Men's Air Force 1 '07 An20 Basketball Shoe
1.1.36.1,organic_price,
1.1.36.2,organic_rating,
1.1.36.3,organic_rating_count,"1,999"
1.1.36.4,organic_title,Cole Haan Men's Pinch Penny Slip-On Loafer
1.1.37.1,organic_price,
1.1.37.2,organic_rating,
1.1.37.3,organic_rating_count,"1,082"
1.1.37.4,organic_title,Merrell Men's Alpine Sneaker Cross
1.1.38.1,organic_price,n/a
1.1.38.2,organic_rating,
1.1.38.3,organic_rating_count,"26,712"
1.1.38.4,organic_title,adidas Men's Tech Response Golf Shoes
1.1.39.1,organic_price,n/a
1.1.39.2,organic_rating,
1.1.39.3,organic_rating_count,"9,164"
1.1.39.4,organic_title,Merrell Women's Moab 2 Vent Hiking Shoe
1.1.40.1,organic_price,
1.1.40.2,organic_rating,
1.1.40.3,organic_rating_count,"1,828"
1.1.40.4,organic_title,Propét Men's Cush N Foot Slipper
1.1.41.1,organic_price,n/a
1.1.41.2,organic_rating,
1.1.41.3,organic_rating_count,68
1.1.41.4,organic_title,Cole Haan Men's Grand Crosscourt Baseline Sneaker
1.1.42.1,organic_price,
1.1.42.2,organic_rating,
1.1.42.3,organic_rating_count,"6,168"
1.1.42.4,organic_title,New Balance Men's Fresh Foam Arishi V3 Running Shoe
1.1.43.1,organic_price,n/a
1.1.43.2,organic_rating,
1.1.43.3,organic_rating_count,"4,749"
1.1.43.4,organic_title,Brooks Women's Glycerin 19 Neutral Running Shoe
1.1.44.1,organic_price,n/a
1.1.44.2,organic_rating,
1.1.44.3,organic_rating_count,"8,411"
1.1.44.4,organic_title,adidas Men's Daily 3.0 Skate Shoe
1.1.45.1,organic_price,n/a
1.1.45.2,organic_rating,
1.1.45.3,organic_rating_count,35
1.1.45.4,organic_title,Nike Men's Free Run 2 Running Shoes Sneaker 537732 004
1.1.46.1,organic_price,n/a
1.1.46.2,organic_rating,n/a
1.1.46.3,organic_rating_count,n/a
1.1.46.4,organic_title,adidas Women's Purecomfort Running Shoe
1.1.47.1,organic_price,
1.1.47.2,organic_rating,
1.1.47.3,organic_rating_count,"4,323"
1.1.47.4,organic_title,New Balance Men's 510 V5 Trail Running Shoe
1.1.48.1,organic_price,
1.1.48.2,organic_rating,
1.1.48.3,organic_rating_count,"7,357"
1.1.48.4,organic_title,Clarks Men's Tilden Walk Oxford
1.2.1.1,popular_price,n/a
1.2.1.2,popular_rating,
1.2.1.3,popular_rating_count,"17,516"
1.2.1.4,popular_title,n/a
1.2.2.1,popular_price,n/a
1.2.2.2,popular_rating,
1.2.2.3,popular_rating_count,869
1.2.2.4,popular_title,n/a
1.2.3.1,popular_price,n/a
1.2.3.2,popular_rating,
1.2.3.3,popular_rating_count,"4,724"
1.2.3.4,popular_title,n/a
1.2.4.1,popular_price,
1.2.4.2,popular_rating,
1.2.4.3,popular_rating_count,"58,961"
1.2.4.4,popular_title,n/a
1.2.5.1,popular_price,n/a
1.2.5.2,popular_rating,
1.2.5.3,popular_rating_count,"5,634"
1.2.5.4,popular_title,n/a
1.2.6.1,popular_price,n/a
1.2.6.2,popular_rating,
1.2.6.3,popular_rating_count,"2,567"
1.2.6.4,popular_title,n/a
1.2.7.1,popular_price,n/a
1.2.7.2,popular_rating,
1.2.7.3,popular_rating_count,"5,609"
1.2.7.4,popular_title,n/a
1.2.8.1,popular_price,
1.2.8.2,popular_rating,
1.2.8.3,popular_rating_count,188
1.2.8.4,popular_title,n/a
1.2.9.1,popular_price,n/a
1.2.9.2,popular_rating,
1.2.9.3,popular_rating_count,647
1.2.9.4,popular_title,n/a
1.2.10.1,popular_price,n/a
1.2.10.2,popular_rating,
1.2.10.3,popular_rating_count,"2,061"
1.2.10.4,popular_title,n/a
1.2.11.1,popular_price,n/a
1.2.11.2,popular_rating,
1.2.11.3,popular_rating_count,"4,817"
1.2.11.4,popular_title,n/a
1.2.12.1,popular_price,n/a
1.2.12.2,popular_rating,
1.2.12.3,popular_rating_count,643
1.2.12.4,popular_title,n/a
1.2.13.1,popular_price,
1.2.13.2,popular_rating,
1.2.13.3,popular_rating_count,"10,087"
1.2.13.4,popular_title,n/a
1.2.14.1,popular_price,
1.2.14.2,popular_rating,
1.2.14.3,popular_rating_count,"3,049"
1.2.14.4,popular_title,n/a
1.2.15.1,popular_price,n/a
1.2.15.2,popular_rating,
1.2.15.3,popular_rating_count,"11,855"
1.2.15.4,popular_title,n/a
1.2.16.1,popular_price,n/a
1.2.16.2,popular_rating,
1.2.16.3,popular_rating_count,657
1.2.16.4,popular_title,n/a
1.2.17.1,popular_price,
1.2.17.2,popular_rating,
1.2.17.3,popular_rating_count,"2,691"
1.2.17.4,popular_title,n/a
1.2.18.1,popular_price,
1.2.18.2,popular_rating,
1.2.18.3,popular_rating_count,"11,439"
1.2.18.4,popular_title,n/a
1.2.19.1,popular_price,
1.2.19.2,popular_rating,
1.2.19.3,popular_rating_count,"5,390"
1.2.19.4,popular_title,n/a
1.2.20.1,popular_price,n/a
1.2.20.2,popular_rating,
1.2.20.3,popular_rating_count,841
1.2.20.4,popular_title,n/a
1.2.21.1,popular_price,n/a
1.2.21.2,popular_rating,
1.2.21.3,popular_rating_count,"18,962"
1.2.21.4,popular_title,n/a
1.2.22.1,popular_price,n/a
1.2.22.2,popular_rating,
1.2.22.3,popular_rating_count,"32,514"
1.2.22.4,popular_title,n/a
1.2.23.1,popular_price,n/a
1.2.23.2,popular_rating,
1.2.23.3,popular_rating_count,449
1.2.23.4,popular_title,n/a
1.2.24.1,popular_price,n/a
1.2.24.2,popular_rating,
1.2.24.3,popular_rating_count,"7,923"
1.2.24.4,popular_title,n/a
1.2.25.1,popular_price,
1.2.25.2,popular_rating,
1.2.25.3,popular_rating_count,"1,208"
1.2.25.4,popular_title,n/a
1.2.26.1,popular_price,
1.2.26.2,popular_rating,
1.2.26.3,popular_rating_count,"52,148"
1.2.26.4,popular_title,n/a
1.2.27.1,popular_price,n/a
1.2.27.2,popular_rating,
1.2.27.3,popular_rating_count,252
1.2.27.4,popular_title,n/a
1.2.28.1,popular_price,n/a
1.2.28.2,popular_rating,
1.2.28.3,popular_rating_count,"6,643"
1.2.28.4,popular_title,n/a
1.2.29.1,popular_price,n/a
1.2.29.2,popular_rating,
1.2.29.3,popular_rating_count,"2,625"
1.2.29.4,popular_title,n/a
1.2.30.1,popular_price,n/a
1.2.30.2,popular_rating,
1.2.30.3,popular_rating_count,"9,575"
1.2.30.4,popular_title,n/a
1.2.31.1,popular_price,n/a
1.2.31.2,popular_rating,
1.2.31.3,popular_rating_count,"18,786"
1.2.31.4,popular_title,n/a
1.2.32.1,popular_price,n/a
1.2.32.2,popular_rating,
1.2.32.3,popular_rating_count,"27,226"
1.2.32.4,popular_title,n/a
1.2.33.1,popular_price,
1.2.33.2,popular_rating,
1.2.33.3,popular_rating_count,"7,560"
1.2.33.4,popular_title,n/a
1.2.34.1,popular_price,n/a
1.2.34.2,popular_rating,
1.2.34.3,popular_rating_count,251
1.2.34.4,popular_title,n/a
1.2.35.1,popular_price,n/a
1.2.35.2,popular_rating,
1.2.35.3,popular_rating_count,"4,188"
1.2.35.4,popular_title,n/a
1.2.36.1,popular_price,
1.2.36.2,popular_rating,
1.2.36.3,popular_rating_count,"1,999"
1.2.36.4,popular_title,n/a
1.2.37.1,popular_price,
1.2.37.2,popular_rating,
1.2.37.3,popular_rating_count,"1,082"
1.2.37.4,popular_title,n/a
1.2.38.1,popular_price,n/a
1.2.38.2,popular_rating,
1.2.38.3,popular_rating_count,"26,712"
1.2.38.4,popular_title,n/a
1.2.39.1,popular_price,n/a
1.2.39.2,popular_rating,
1.2.39.3,popular_rating_count,"9,164"
1.2.39.4,popular_title,n/a
1.2.40.1,popular_price,
1.2.40.2,popular_rating,
1.2.40.3,popular_rating_count,"1,828"
1.2.40.4,popular_title,n/a
1.2.41.1,popular_price,n/a
1.2.41.2,popular_rating,
1.2.41.3,popular_rating_count,68
1.2.41.4,popular_title,n/a
1.2.42.1,popular_price,
1.2.42.2,popular_rating,
1.2.42.3,popular_rating_count,"6,168"
1.2.42.4,popular_title,n/a
1.2.43.1,popular_price,n/a
1.2.43.2,popular_rating,
1.2.43.3,popular_rating_count,"4,749"
1.2.43.4,popular_title,n/a
1.2.44.1,popular_price,n/a
1.2.44.2,popular_rating,
1.2.44.3,popular_rating_count,"8,411"
1.2.44.4,popular_title,n/a
1.2.45.1,popular_price,n/a
1.2.45.2,popular_rating,
1.2.45.3,popular_rating_count,35
1.2.45.4,popular_title,n/a
1.2.46.1,popular_price,n/a
1.2.46.2,popular_rating,n/a
1.2.46.3,popular_rating_count,n/a
1.2.46.4,popular_title,n/a
1.2.47.1,popular_price,
1.2.47.2,popular_rating,
1.2.47.3,popular_rating_count,"4,323"
1.2.47.4,popular_title,n/a
1.2.48.1,popular_price,
1.2.48.2,popular_rating,
1.2.48.3,popular_rating_count,"7,357"
1.2.48.4,popular_title,n/a
2.1.1.1,organic_price,n/a
2.1.1.2,organic_rating,
2.1.1.3,organic_rating_count,"17,581"
2.1.1.4,organic_title,Dockers Men's Classic Fit Easy Khaki Pants (Regular and Big & Tall)
2.1.2.1,organic_price,n/a
2.1.2.2,organic_rating,
2.1.2.3,organic_rating_count,"48,412"
2.1.2.4,organic_title,"Champion Men's Everyday Fitted Ankle Cotton Pants, 31.5"" Inseam, Cotton Knit Pants Left Hip ""C"" Logo, Cotton Warm-Up Pants"
2.1.3.1,organic_price,n/a
2.1.3.2,organic_rating,
2.1.3.3,organic_rating_count,"34,343"
2.1.3.4,organic_title,Amazon Essentials Men's Classic-Fit Wrinkle-Resistant Flat-Front Chino Pant
2.1.4.1,organic_price,
2.1.4.2,organic_rating,
2.1.4.3,organic_rating_count,"15,138"
2.1.4.4,organic_title,Lee Men's Performance Series Extreme Comfort Straight Fit Pant
2.1.5.1,organic_price,n/a
2.1.5.2,organic_rating,
2.1.5.3,organic_rating_count,Amazon's Choice
2.1.5.4,organic_title,Champion Men's Everyday Cotton Jogger
2.1.6.1,organic_price,n/a
2.1.6.2,organic_rating,
2.1.6.3,organic_rating_count,"26,735"
2.1.6.4,organic_title,Amazon Essentials Men's Slim-Fit Wrinkle-Resistant Flat-Front Chino Pant
2.1.7.1,organic_price,n/a
2.1.7.2,organic_rating,
2.1.7.3,organic_rating_count,"7,189"
2.1.7.4,organic_title,Dockers Men's Classic Fit Workday Khaki Smart 360 FLEX Pants (Standard and Big & Tall)
2.1.8.1,organic_price,
2.1.8.2,organic_rating,
2.1.8.3,organic_rating_count,"24,755"
2.1.8.4,organic_title,Lee Women's Relaxed Fit All Day Straight Leg Pant
2.1.9.1,organic_price,n/a
2.1.9.2,organic_rating,
2.1.9.3,organic_rating_count,"9,349"
2.1.9.4,organic_title,adidas Men's Tiro 21 Track Pants
2.1.10.1,organic_price,n/a
2.1.10.2,organic_rating,
2.1.10.3,organic_rating_count,"8,454"
2.1.10.4,organic_title,Dickies Women's Relaxed Straight Stretch Twill Pant
2.1.11.1,organic_price,n/a
2.1.11.2,organic_rating,
2.1.11.3,organic_rating_count,805
2.1.11.4,organic_title,Under Armour Men's Hybrid Performance Workout Pants
2.1.12.1,organic_price,n/a
2.1.12.2,organic_rating,
2.1.12.3,organic_rating_count,"3,072"
2.1.12.4,organic_title,Calvin Klein Men's Modern Fit Dress Pant
2.1.13.1,organic_price,n/a
2.1.13.2,organic_rating,
2.1.13.3,organic_rating_count,"9,953"
2.1.13.4,organic_title,Amazon Essentials Men's Slim-Fit Stretch Golf Pant
2.1.14.1,organic_price,n/a
2.1.14.2,organic_rating,
2.1.14.3,organic_rating_count,"10,347"
2.1.14.4,organic_title,Lee Women's Wrinkle Free Relaxed Fit Straight Leg Pant
2.1.15.1,organic_price,n/a
2.1.15.2,organic_rating,
2.1.15.3,organic_rating_count,"3,354"
2.1.15.4,organic_title,adidas Men's Tiro Track Pants
2.1.16.1,organic_price,n/a
2.1.16.2,organic_rating,
2.1.16.3,organic_rating_count,"44,746"
2.1.16.4,organic_title,"Simple Joys by Carter's Baby Boys' Pant, Pack of 4"
2.1.17.1,organic_price,n/a
2.1.17.2,organic_rating,
2.1.17.3,organic_rating_count,"3,689"
2.1.17.4,organic_title,Under Armour Men's Armour Fleece Pants
2.1.18.1,organic_price,n/a
2.1.18.2,organic_rating,
2.1.18.3,organic_rating_count,"12,624"
2.1.18.4,organic_title,Amazon Essentials Men's Classic-Fit Stretch Golf Pant
2.1.19.1,organic_price,n/a
2.1.19.2,organic_rating,
2.1.19.3,organic_rating_count,"5,866"
2.1.19.4,organic_title,Amazon Essentials Men's Slim-Fit Stretch Cargo Pant
2.1.20.1,organic_price,n/a
2.1.20.2,organic_rating,
2.1.20.3,organic_rating_count,"4,723"
2.1.20.4,organic_title,Dickies Boys' Flexwaist Flat Front Straight Leg Pant
2.1.21.1,organic_price,n/a
2.1.21.2,organic_rating,
2.1.21.3,organic_rating_count,"14,863"
2.1.21.4,organic_title,Haggar Men's Premium No Iron Khaki Classic Fit Expandable Waist Flat Front Pant
2.1.22.1,organic_price,n/a
2.1.22.2,organic_rating,
2.1.22.3,organic_rating_count,"14,559"
2.1.22.4,organic_title,Wrangler Authentics Men's Premium Relaxed Fit Straight Leg Cargo Pant
2.1.23.1,organic_price,n/a
2.1.23.2,organic_rating,
2.1.23.3,organic_rating_count,89
2.1.23.4,organic_title,Columbia Men's Flex ROC Pant
2.1.24.1,organic_price,n/a
2.1.24.2,organic_rating,
2.1.24.3,organic_rating_count,"3,436"
2.1.24.4,organic_title,Rafaella Women's Curvy Fit Gabardine Bootcut Dress Pants (Size 4-16)
2.1.25.1,organic_price,n/a
2.1.25.2,organic_rating,
2.1.25.3,organic_rating_count,"2,885"
2.1.25.4,organic_title,Haggar Men's Premium No Iron Khaki Slim Fit Flat Front Casual Pant
2.1.26.1,organic_price,n/a
2.1.26.2,organic_rating,
2.1.26.3,organic_rating_count,110
2.1.26.4,organic_title,Under Armour Men's Drive Pants
2.1.27.1,organic_price,
2.1.27.2,organic_rating,
2.1.27.3,organic_rating_count,"7,600"
2.1.27.4,organic_title,Roxy Women's Oceanside Pant
2.1.28.1,organic_price,n/a
2.1.28.2,organic_rating,
2.1.28.3,organic_rating_count,"30,702"
2.1.28.4,organic_title,Champion Men's Everyday Cotton Open Bottom Pant
2.1.29.1,organic_price,n/a
2.1.29.2,organic_rating,
2.1.29.3,organic_rating_count,"13,015"
2.1.29.4,organic_title,Dickies Men's 874 Flex Work Pant
2.1.30.1,organic_price,n/a
2.1.30.2,organic_rating,
2.1.30.3,organic_rating_count,"2,594"
2.1.30.4,organic_title,Levi's Men's XX Standard Tapered Chino Pants
2.1.31.1,organic_price,n/a
2.1.31.2,organic_rating,
2.1.31.3,organic_rating_count,"8,149"
2.1.31.4,organic_title,Under Armour Boys' Utility Relaxed Baseball Pants
2.1.32.1,organic_price,n/a
2.1.32.2,organic_rating,
2.1.32.3,organic_rating_count,53
2.1.32.4,organic_title,adidas Men's Entrada 22 Training Pants
2.1.33.1,organic_price,n/a
2.1.33.2,organic_rating,
2.1.33.3,organic_rating_count,"25,483"
2.1.33.4,organic_title,Cherokee Women Scrubs Pant Workwear Originals Natural Rise Flare Leg Drawstring 4101
2.1.34.1,organic_price,n/a
2.1.34.2,organic_rating,
2.1.34.3,organic_rating_count,748
2.1.34.4,organic_title,Billabong Women's New Waves Stripe Pant
2.1.35.1,organic_price,n/a
2.1.35.2,organic_rating,
2.1.35.3,organic_rating_count,299
2.1.35.4,organic_title,"Lee Women's Wrinkle Free Relaxed Fit Straight Leg Pant, Black, 12 Long"
2.1.36.1,organic_price,n/a
2.1.36.2,organic_rating,
2.1.36.3,organic_rating_count,"17,228"
2.1.36.4,organic_title,Dickies Men's Original 874 Work Pants
2.1.37.1,organic_price,n/a
2.1.37.2,organic_rating,
2.1.37.3,organic_rating_count,15
2.1.37.4,organic_title,Under Armour Men's Woven Pants
2.1.38.1,organic_price,
2.1.38.2,organic_rating,
2.1.38.3,organic_rating_count,"7,255"
2.1.38.4,organic_title,Dickies Women's Original Work Pant with Wrinkle And Stain Resistance
2.1.39.1,organic_price,n/a
2.1.39.2,organic_rating,
2.1.39.3,organic_rating_count,"17,472"
2.1.39.4,organic_title,Amazon Essentials Men's Slim-Fit Casual Stretch Khaki Pant
2.1.40.1,organic_price,n/a
2.1.40.2,organic_rating,
2.1.40.3,organic_rating_count,"2,731"
2.1.40.4,organic_title,Van Heusen Men's Big and Tall Stretch Traveler Cuffed Crosshatch Pleated Pant
2.1.41.1,organic_price,n/a
2.1.41.2,organic_rating,
2.1.41.3,organic_rating_count,"1,733"
2.1.41.4,organic_title,MARMOT Women's Precip Waterproof Rain Jacket
2.1.42.1,organic_price,n/a
2.1.42.2,organic_rating,
2.1.42.3,organic_rating_count,"5,806"
2.1.42.4,organic_title,Amazon Essentials Men's Straight-fit Wrinkle-Resistant Flat-Front Chino Pant
2.1.43.1,organic_price,n/a
2.1.43.2,organic_rating,
2.1.43.3,organic_rating_count,"2,221"
2.1.43.4,organic_title,Rawlings Semi-Relaxed Full Length Baseball Pant | Solid & Piped Options | Adult Sizes | Multiple Colors
2.1.44.1,organic_price,
2.1.44.2,organic_rating,
2.1.44.3,organic_rating_count,"43,297"
2.1.44.4,organic_title,Workwear Revolution Women Scrubs Pant Mid Rise Moderate Flare Drawstring WW120
2.1.45.1,organic_price,n/a
2.1.45.2,organic_rating,
2.1.45.3,organic_rating_count,"20,488"
2.1.45.4,organic_title,Wrangler Riggs Workwear Men's Ranger Pant
2.1.46.1,organic_price,n/a
2.1.46.2,organic_rating,
2.1.46.3,organic_rating_count,"11,832"
2.1.46.4,organic_title,Van Heusen Men's Flex Flat Front Straight Fit Pant
2.1.47.1,organic_price,n/a
2.1.47.2,organic_rating,
2.1.47.3,organic_rating_count,"3,662"
2.1.47.4,organic_title,Columbia Men's Rapid Rivers Pant
2.1.48.1,organic_price,n/a
2.1.48.2,organic_rating,
2.1.48.3,organic_rating_count,"3,055"
2.1.48.4,organic_title,Under Armour Men's Utility Relaxed Baseball Pants
2.2.1.1,popular_price,n/a
2.2.1.2,popular_rating,
2.2.1.3,popular_rating_count,"17,581"
2.2.1.4,popular_title,n/a
2.2.2.1,popular_price,n/a
2.2.2.2,popular_rating,
2.2.2.3,popular_rating_count,"48,412"
2.2.2.4,popular_title,n/a
2.2.3.1,popular_price,n/a
2.2.3.2,popular_rating,
2.2.3.3,popular_rating_count,"34,343"
2.2.3.4,popular_title,n/a
2.2.4.1,popular_price,
2.2.4.2,popular_rating,
2.2.4.3,popular_rating_count,"15,138"
2.2.4.4,popular_title,n/a
2.2.5.1,popular_price,n/a
2.2.5.2,popular_rating,
2.2.5.3,popular_rating_count,Amazon's Choice
2.2.5.4,popular_title,n/a
2.2.6.1,popular_price,n/a
2.2.6.2,popular_rating,
2.2.6.3,popular_rating_count,"26,735"
2.2.6.4,popular_title,n/a
2.2.7.1,popular_price,n/a
2.2.7.2,popular_rating,
2.2.7.3,popular_rating_count,"7,189"
2.2.7.4,popular_title,n/a
2.2.8.1,popular_price,
2.2.8.2,popular_rating,
2.2.8.3,popular_rating_count,"24,755"
2.2.8.4,popular_title,n/a
2.2.9.1,popular_price,n/a
2.2.9.2,popular_rating,
2.2.9.3,popular_rating_count,"9,349"
2.2.9.4,popular_title,n/a
2.2.10.1,popular_price,n/a
2.2.10.2,popular_rating,
2.2.10.3,popular_rating_count,"8,454"
2.2.10.4,popular_title,n/a
2.2.11.1,popular_price,n/a
2.2.11.2,popular_rating,
2.2.11.3,popular_rating_count,805
2.2.11.4,popular_title,n/a
2.2.12.1,popular_price,n/a
2.2.12.2,popular_rating,
2.2.12.3,popular_rating_count,"3,072"
2.2.12.4,popular_title,n/a
2.2.13.1,popular_price,n/a
2.2.13.2,popular_rating,
2.2.13.3,popular_rating_count,"9,953"
2.2.13.4,popular_title,n/a
2.2.14.1,popular_price,n/a
2.2.14.2,popular_rating,
2.2.14.3,popular_rating_count,"10,347"
2.2.14.4,popular_title,n/a
2.2.15.1,popular_price,n/a
2.2.15.2,popular_rating,
2.2.15.3,popular_rating_count,"3,354"
2.2.15.4,popular_title,n/a
2.2.16.1,popular_price,n/a
2.2.16.2,popular_rating,
2.2.16.3,popular_rating_count,"44,746"
2.2.16.4,popular_title,n/a
2.2.17.1,popular_price,n/a
2.2.17.2,popular_rating,
2.2.17.3,popular_rating_count,"3,689"
2.2.17.4,popular_title,n/a
2.2.18.1,popular_price,n/a
2.2.18.2,popular_rating,
2.2.18.3,popular_rating_count,"12,624"
2.2.18.4,popular_title,n/a
2.2.19.1,popular_price,n/a
2.2.19.2,popular_rating,
2.2.19.3,popular_rating_count,"5,866"
2.2.19.4,popular_title,n/a
2.2.20.1,popular_price,n/a
2.2.20.2,popular_rating,
2.2.20.3,popular_rating_count,"4,723"
2.2.20.4,popular_title,n/a
2.2.21.1,popular_price,n/a
2.2.21.2,popular_rating,
2.2.21.3,popular_rating_count,"14,863"
2.2.21.4,popular_title,n/a
2.2.22.1,popular_price,n/a
2.2.22.2,popular_rating,
2.2.22.3,popular_rating_count,"14,559"
2.2.22.4,popular_title,n/a
2.2.23.1,popular_price,n/a
2.2.23.2,popular_rating,
2.2.23.3,popular_rating_count,89
2.2.23.4,popular_title,n/a
2.2.24.1,popular_price,n/a
2.2.24.2,popular_rating,
2.2.24.3,popular_rating_count,"3,436"
2.2.24.4,popular_title,n/a
2.2.25.1,popular_price,n/a
2.2.25.2,popular_rating,
2.2.25.3,popular_rating_count,"2,885"
2.2.25.4,popular_title,n/a
2.2.26.1,popular_price,n/a
